Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,PSH,PSD,PSA,PSCH,PSCD,PSCA,PCAHH,PCAHA,AHh,AHCh,Over,Under,Total
T1,11/09/2020,18:00,Rizespor,Fenerbahce,1,2,A,3.94,3.76,1.94,3.95,3.75,1.94,1.94,1.94,0.5,0.5,1.75,2.17,2.5
T1,12/09/2020,15:00,Karagumruk,Yeni Malatyaspor,3,0,H,2.88,3.45,2.49,2.79,3.48,2.62,2.01,1.89,0,0,1.93,1.96,2.5
T1,12/09/2020,15:00,Sivasspor,Alanyaspor,0,2,A,2.33,3.66,3.01,2.13,3.75,3.42,1.85,2.06,-0.25,-0.25,1.76,2.14,2.5
T1,12/09/2020,18:00,Galatasaray,Gaziantep,3,1,H,1.52,4.54,6.28,1.56,4.46,6.01,1.94,1.96,-1,-1,1.62,2.4,2.5
T1,12/09/2020,18:00,Goztep,Denizlispor,5,1,H,2.27,3.41,3.28,2.26,3.41,3.41,1.94,1.96,-0.25,-0.25,2.07,1.83,2.5
T1,13/09/2020,15:00,Ankaragucu,Erzurum BB,1,2,A,2.56,3.29,2.9,2.52,3.38,2.98,1.8,2.13,0,0,2.08,1.82,2.5
T1,13/09/2020,15:00,Kayserispor,Kasimpasa,1,0,H,2.73,3.57,2.54,3.53,3.69,2.11,2.09,1.83,0,0.25,1.76,2.14,2.5
T1,13/09/2020,18:00,Antalyaspor,Genclerbirligi,2,0,H,2.24,3.37,3.37,1.96,3.9,3.79,1.96,1.94,-0.25,-0.5,1.73,2.19,2.5
T1,13/09/2020,18:00,Trabzonspor,Besiktas,1,3,A,2.13,3.55,3.54,2.27,3.71,3.15,1.97,1.93,-0.25,-0.25,1.61,2.41,2.5
T1,14/09/2020,18:00,Hatayspor,Buyuksehyr,2,0,H,4.97,3.61,1.78,4.69,3.73,1.82,2.09,1.81,0.75,0.5,1.92,1.97,2.5
T1,18/09/2020,18:00,Yeni Malatyaspor,Goztep,1,1,D,2.73,3.5,2.66,2.64,3.37,2.84,1.88,2.03,0,0,1.99,1.9,2.5
T1,19/09/2020,11:30,Genclerbirligi,Konyaspor,0,0,D,2.38,3.31,3.16,2.92,3.22,2.67,2.04,1.87,-0.25,0,2.17,1.75,2.5
T1,19/09/2020,14:00,Denizlispor,Trabzonspor,0,0,D,3.69,3.86,1.97,3.11,3.68,2.3,1.91,2,0.5,0.25,1.78,2.13,2.5
T1,19/09/2020,17:00,Alanyaspor,Kayserispor,2,0,H,1.46,4.58,7.11,1.45,4.79,7.35,2.06,1.85,-1.25,-1.25,1.72,2.21,2.5
T1,19/09/2020,17:00,Besiktas,Antalyaspor,1,1,D,1.63,4.16,5.35,1.76,4.06,4.65,1.96,1.94,-1,-0.75,1.7,2.23,2.5
T1,20/09/2020,11:30,Erzurum BB,Sivasspor,1,2,A,3.05,3.19,2.51,2.99,3.33,2.51,2.13,1.79,0,0,1.92,1.95,2.5
T1,20/09/2020,14:00,Kasimpasa,Rizespor,2,0,H,1.94,3.81,3.84,2.05,3.67,3.64,2.05,1.85,-0.5,-0.5,1.67,2.27,2.5
T1,20/09/2020,17:00,Buyuksehyr,Galatasaray,0,2,A,2.35,3.52,3.02,2.65,3.63,2.63,1.95,1.93,-0.25,0,1.74,2.16,2.5
T1,20/09/2020,17:00,Gaziantep,Karagumruk,2,2,D,2.13,3.26,3.78,2.04,3.44,3.96,2.04,1.86,-0.25,-0.5,1.79,2.09,2.5
T1,21/09/2020,18:00,Fenerbahce,Hatayspor,0,0,D,1.5,4.35,6.88,1.78,3.8,4.75,2,1.89,-1.25,-0.75,1.78,2.1,2.5
T1,25/09/2020,18:00,Karagumruk,Buyuksehyr,2,0,H,4.46,3.74,1.83,4.18,3.88,1.85,2.04,1.85,0.75,0.5,1.66,2.29,2.5
T1,26/09/2020,11:30,Kayserispor,Erzurum BB,1,3,A,2.49,3.31,3.04,2.74,3.28,2.75,1.94,1.94,0,0,2.01,1.86,2.5
T1,26/09/2020,14:00,Goztep,Gaziantep,2,2,D,2.12,3.3,3.87,2.08,3.48,3.76,2.08,1.83,-0.25,-0.5,1.77,2.12,2.5
T1,26/09/2020,14:00,Hatayspor,Kasimpasa,1,0,H,2.6,3.6,2.7,2.5,3.34,3,1.77,2.13,0,0,2.03,1.85,2.5
T1,26/09/2020,17:00,Trabzonspor,Yeni Malatyaspor,3,1,H,1.53,4.24,6.82,1.85,3.75,4.36,1.85,2.04,-1,-0.5,1.82,2.04,2.5
T1,27/09/2020,11:30,Rizespor,Alanyaspor,1,1,D,3.17,3.71,2.23,2.74,3.49,2.62,1.99,1.9,0.25,0,1.85,2.02,2.5
T1,27/09/2020,14:00,Konyaspor,Besiktas,4,1,H,3.73,3.38,2.13,2.78,3.43,2.62,2,1.88,0.25,0,1.94,1.93,2.5
T1,27/09/2020,14:00,Sivasspor,Ankaragucu,0,0,D,1.53,4.5,6.25,1.54,4.59,5.84,1.93,1.96,-1,-1,1.71,2.2,2.5
T1,27/09/2020,17:00,Galatasaray,Fenerbahce,0,0,D,2.14,3.5,3.55,2.3,3.5,3.2,1.98,1.91,-0.25,-0.25,1.7,2.21,2.5
T1,28/09/2020,18:00,Antalyaspor,Denizlispor,1,0,H,2.07,3.21,4.17,2.06,3.36,3.99,2.06,1.84,-0.25,-0.5,2.07,1.8,2.5
T1,02/10/2020,18:00,Ankaragucu,Kayserispor,0,1,A,2,3.6,3.88,1.95,3.64,4.03,1.95,1.93,-0.5,-0.5,1.81,2.05,2.5
T1,02/10/2020,18:00,Gaziantep,Trabzonspor,1,1,D,3.16,3.64,2.26,3.02,3.56,2.38,1.84,2.06,0.25,0.25,1.72,2.19,2.5
T1,03/10/2020,11:30,Yeni Malatyaspor,Antalyaspor,1,0,H,2.57,3.2,3.01,2.8,3.38,2.63,2.01,1.88,0,0,2,1.88,2.5
T1,03/10/2020,14:00,Buyuksehyr,Goztep,0,0,D,1.83,3.9,4.27,1.92,3.71,4.09,1.92,1.97,-0.5,-0.5,1.76,2.13,2.5
T1,03/10/2020,14:00,Erzurum BB,Rizespor,0,0,D,2.06,3.61,3.68,2.3,3.32,3.35,1.97,1.92,-0.25,-0.25,1.97,1.9,2.5
T1,03/10/2020,17:00,Fenerbahce,Karagumruk,2,1,H,1.61,4.26,5.47,1.49,4.8,6.29,1.81,2.1,-1,-1,1.58,2.46,2.5
T1,04/10/2020,11:30,Denizlispor,Konyaspor,0,0,D,2.96,3.16,2.64,3.26,3.2,2.41,1.85,2.05,0,0.25,2.4,1.61,2.5
T1,04/10/2020,14:00,Alanyaspor,Hatayspor,6,0,H,1.77,3.59,5.18,2.07,3.3,4.04,1.76,2.15,-0.75,-0.25,2.26,1.68,2.5
T1,04/10/2020,14:00,Besiktas,Genclerbirligi,0,1,A,1.61,3.98,6.07,1.6,4.57,5.21,2.04,1.86,-1,-1,1.65,2.3,2.5
T1,04/10/2020,17:00,Kasimpasa,Galatasaray,1,0,H,3.92,3.4,2.06,4.45,3.95,1.79,1.88,2.02,0.5,0.75,1.63,2.35,2.5
T1,17/10/2020,11:30,Rizespor,Ankaragucu,5,3,H,2.03,3.31,4.05,2.14,3.32,3.78,1.83,2.08,-0.5,-0.25,2.08,1.79,2.5
T1,17/10/2020,14:00,Kayserispor,Sivasspor,1,3,A,4.09,3.59,1.93,3.61,3.6,2.08,2.1,1.79,0.5,0.25,1.81,2.05,2.5
T1,17/10/2020,14:00,Konyaspor,Yeni Malatyaspor,1,1,D,2.06,3.2,4.14,2.09,3.31,3.93,2.09,1.81,-0.25,-0.5,2.09,1.79,2.5
T1,17/10/2020,17:00,Trabzonspor,Buyuksehyr,0,2,A,2.38,3.38,3.09,2.65,3.45,2.73,1.91,1.97,-0.25,0,1.72,2.19,2.5
T1,18/10/2020,14:00,Antalyaspor,Gaziantep,1,1,D,2.09,3.19,4.03,1.95,3.56,4.15,1.95,1.93,-0.5,-0.5,1.82,2.05,2.5
T1,18/10/2020,14:00,Karagumruk,Kasimpasa,1,1,D,2.76,3.33,2.66,2.72,3.45,2.66,1.96,1.93,0,0,1.73,2.17,2.5
T1,18/10/2020,17:00,Goztep,Fenerbahce,2,3,A,3.52,3.71,2.06,3.62,3.7,2.05,2.12,1.78,0.25,0.25,1.78,2.1,2.5
T1,19/10/2020,18:00,Galatasaray,Alanyaspor,1,2,A,1.98,3.32,4.28,2.2,3.57,3.33,1.91,1.98,-0.5,-0.25,1.67,2.28,2.5
T1,19/10/2020,18:00,Genclerbirligi,Denizlispor,1,2,A,2.04,3.52,3.76,2.14,3.42,3.65,1.84,2.06,-0.25,-0.25,2.12,1.76,2.5
T1,23/10/2020,18:00,Kasimpasa,Goztep,0,0,D,2.15,3.65,3.39,2.2,3.47,3.45,1.89,2,-0.25,-0.25,1.75,2.14,2.5
T1,24/10/2020,14:00,Gaziantep,Konyaspor,1,0,H,2.75,3.3,2.69,3.15,3.34,2.4,1.84,2.06,0,0.25,2.01,1.86,2.5
T1,24/10/2020,17:00,Buyuksehyr,Antalyaspor,5,1,H,1.63,4.04,5.5,1.58,4.17,6.12,2.03,1.86,-0.75,-1,1.91,1.96,2.5
T1,24/10/2020,17:00,Erzurum BB,Galatasaray,1,2,A,4.04,3.75,1.9,3.38,3.54,2.2,1.99,1.9,0.5,0.25,1.8,2.07,2.5
T1,25/10/2020,10:30,Yeni Malatyaspor,Genclerbirligi,2,1,H,2.06,3.32,3.93,2.2,3.07,3.94,1.85,2.04,-0.25,-0.25,2.19,1.71,2.5
T1,25/10/2020,13:00,Alanyaspor,Karagumruk,2,0,H,1.52,4.21,6.62,1.65,4.14,5.28,2.1,1.79,-1,-1,1.69,2.24,2.5
T1,25/10/2020,16:00,Fenerbahce,Trabzonspor,3,1,H,1.8,3.73,4.57,1.7,3.93,5.12,1.89,2,-0.75,-0.75,1.63,2.36,2.5
T1,26/10/2020,17:00,Denizlispor,Besiktas,2,3,A,3.61,3.57,2.07,3.58,3.52,2.13,2.06,1.83,0.25,0.25,1.88,1.98,2.5
T1,26/10/2020,17:00,Sivasspor,Rizespor,0,2,A,1.81,3.92,4.24,1.96,3.61,4.02,1.96,1.93,-0.5,-0.5,1.9,1.97,2.5
T1,30/10/2020,17:00,Karagumruk,Erzurum BB,5,1,H,2.37,3.13,3.44,2.12,3.44,3.69,1.82,2.08,-0.25,-0.25,2.03,1.85,2.5
T1,30/10/2020,17:00,Trabzonspor,Kasimpasa,3,4,A,2.03,3.57,3.83,1.92,3.68,4.12,1.92,1.97,-0.5,-0.5,1.8,2.07,2.5
T1,31/10/2020,10:30,Genclerbirligi,Gaziantep,1,1,D,2.46,3.33,3.02,2.75,3.37,2.68,1.97,1.92,-0.25,0,1.99,1.88,2.5
T1,31/10/2020,16:00,Galatasaray,Ankaragucu,1,0,H,1.26,6.16,11.65,1.33,5.37,9.94,2.04,1.85,-1.75,-1.5,1.53,2.6,2.5
T1,01/11/2020,10:30,Rizespor,Kayserispor,1,0,H,1.99,3.31,4.23,1.71,3.96,5,1.93,1.95,-0.5,-0.75,1.78,2.09,2.5
T1,01/11/2020,13:00,Konyaspor,Buyuksehyr,1,2,A,3.33,3.35,2.27,3.67,3.44,2.12,2.08,1.83,0.25,0.25,2,1.88,2.5
T1,01/11/2020,16:00,Besiktas,Yeni Malatyaspor,1,0,H,1.65,4.01,5.36,1.71,3.99,4.96,1.92,1.97,-0.75,-0.75,1.71,2.2,2.5
T1,02/11/2020,17:00,Antalyaspor,Fenerbahce,1,2,A,4.83,4.18,1.68,5.83,4.49,1.56,1.95,1.93,0.75,1,1.6,2.41,2.5
T1,02/11/2020,17:00,Hatayspor,Sivasspor,1,1,D,3.03,3.25,2.53,3.03,3.25,2.53,2.14,1.78,0,0,2.09,1.79,2.5
T1,06/11/2020,17:00,Gaziantep,Besiktas,3,1,H,3.7,3.95,1.95,4.2,3.83,1.87,2.03,1.87,0.5,0.5,1.65,2.3,2.5
T1,07/11/2020,10:30,Kasimpasa,Antalyaspor,2,2,D,1.88,4.06,3.83,1.79,3.94,4.48,2.03,1.87,-0.5,-0.75,1.72,2.18,2.5
T1,07/11/2020,13:00,Alanyaspor,Trabzonspor,1,1,D,1.74,4.1,4.47,1.7,3.98,5.04,1.9,1.99,-0.75,-0.75,1.76,2.13,2.5
T1,07/11/2020,13:00,Erzurum BB,Goztep,1,1,D,2.39,3.17,3.27,2.35,3.29,3.3,1.65,2.33,0,0,2.02,1.85,2.5
T1,07/11/2020,16:00,Fenerbahce,Konyaspor,0,2,A,1.41,4.78,7.79,1.39,4.95,8.66,1.88,2.01,-1.25,-1.25,1.62,2.38,2.5
T1,08/11/2020,10:30,Ankaragucu,Karagumruk,2,2,D,2.81,3.71,2.42,3.43,3.64,2.14,2.04,1.85,0,0.25,1.88,1.99,2.5
T1,08/11/2020,10:30,Yeni Malatyaspor,Denizlispor,2,0,H,2.08,3.36,3.81,2.18,3.36,3.61,1.86,2.03,-0.25,-0.25,2.07,1.81,2.5
T1,08/11/2020,13:00,Buyuksehyr,Genclerbirligi,2,1,H,1.42,5.05,6.96,1.33,5.84,8.55,1.97,1.92,-1.25,-1.5,1.53,2.6,2.5
T1,08/11/2020,13:00,Kayserispor,Hatayspor,0,1,A,2.76,3.29,2.68,2.77,3.31,2.71,1.96,1.93,0,0,2.15,1.75,2.5
T1,08/11/2020,16:00,Sivasspor,Galatasaray,1,2,A,2.75,3.6,2.52,2.75,3.39,2.67,1.97,1.92,0,0,2.12,1.76,2.5
T1,21/11/2020,10:30,Karagumruk,Sivasspor,1,1,D,2.63,3.6,2.63,2.52,3.49,2.85,1.83,2.07,0,0,1.88,1.99,2.5
T1,21/11/2020,13:00,Denizlispor,Gaziantep,0,1,A,2.66,3.4,2.72,2.54,3.51,2.82,2.18,1.74,0,-0.25,1.93,1.93,2.5
T1,21/11/2020,13:00,Genclerbirligi,Fenerbahce,1,5,A,5.91,4.67,1.51,5.43,4.41,1.6,1.9,1.99,1,1,1.64,2.34,2.5
T1,21/11/2020,16:00,Besiktas,Buyuksehyr,3,2,H,3.59,3.39,2.15,3.12,3.46,2.3,1.87,1.98,0.25,0.25,1.66,2.25,2.5
T1,22/11/2020,10:30,Hatayspor,Rizespor,2,2,D,2.45,3.48,2.91,2.5,3.24,3.08,2.13,1.79,-0.25,-0.25,2.25,1.68,2.5
T1,22/11/2020,13:00,Goztep,Ankaragucu,3,1,H,2.04,3.48,3.83,2.05,3.6,3.71,2.05,1.85,-0.5,-0.5,1.78,2.11,2.5
T1,22/11/2020,13:00,Konyaspor,Kasimpasa,2,1,H,2.48,3.35,2.97,2.15,3.49,3.55,1.85,2.05,-0.25,-0.25,1.87,2,2.5
T1,22/11/2020,16:00,Antalyaspor,Alanyaspor,0,2,A,4.32,3.99,1.79,4.57,4.06,1.75,1.93,1.96,0.75,0.75,1.68,2.24,2.5
T1,22/11/2020,16:00,Trabzonspor,Erzurum BB,1,0,H,1.82,3.52,4.81,1.55,4.42,6.04,1.88,2.02,-0.75,-1,1.68,2.25,2.5
T1,23/11/2020,16:30,Galatasaray,Kayserispor,1,1,D,1.45,4.21,5.39,1.38,4.9,7.97,1.91,1.94,-1,-1.25,1.58,2.41,2.5
T1,27/11/2020,16:30,Ankaragucu,Trabzonspor,0,1,A,3.62,3.38,2.16,3.73,3.61,2.05,1.85,2.05,0.25,0.5,1.81,2.06,2.5
T1,28/11/2020,10:30,Gaziantep,Yeni Malatyaspor,2,2,D,2.39,3.4,3.07,2.25,3.24,3.55,1.92,1.97,-0.25,-0.25,1.96,1.91,2.5
T1,28/11/2020,13:00,Buyuksehyr,Denizlispor,3,3,D,1.33,5.34,9.38,1.44,4.79,7.31,2.02,1.88,-1.5,-1.25,1.69,2.24,2.5
T1,28/11/2020,16:00,Rizespor,Galatasaray,0,4,A,3.35,3.55,2.18,3.13,3.41,2.38,1.85,2.04,0.25,0.25,2.03,1.85,2.5
T1,29/11/2020,10:30,Erzurum BB,Antalyaspor,2,2,D,2.13,3.53,3.5,2.26,3.72,3.09,1.97,1.92,-0.25,-0.25,1.84,2.04,2.5
T1,29/11/2020,13:00,Alanyaspor,Konyaspor,1,0,H,1.68,3.69,5.69,1.95,3.4,4.36,1.95,1.93,-0.75,-0.5,1.95,1.91,2.5
T1,29/11/2020,13:00,Kasimpasa,Genclerbirligi,2,0,H,1.82,3.51,4.84,2.06,3.44,3.89,2.06,1.84,-0.5,-0.5,1.85,2.03,2.5
T1,29/11/2020,16:00,Fenerbahce,Besiktas,3,4,A,1.83,3.8,4.29,1.87,3.75,4.27,1.87,2.02,-0.5,-0.5,1.68,2.27,2.5
T1,30/11/2020,16:30,Kayserispor,Karagumruk,0,0,D,3.1,3.52,2.32,3.16,3.69,2.24,1.93,1.95,0.25,0.25,1.68,2.27,2.5
T1,30/11/2020,16:30,Sivasspor,Goztep,0,1,A,1.83,3.78,4.31,2.08,3.54,3.68,1.79,2.1,-0.5,-0.25,1.9,1.96,2.5
T1,04/12/2020,16:30,Besiktas,Kasimpasa,3,0,H,1.8,4.26,4.07,1.75,4.17,4.46,1.93,1.95,-0.75,-0.75,1.47,2.76,2.5
T1,05/12/2020,10:30,Genclerbirligi,Alanyaspor,2,1,H,5.22,4.1,1.65,4.21,3.91,1.85,1.8,2.09,1,0.75,1.76,2.13,2.5
T1,05/12/2020,10:30,Goztep,Kayserispor,1,1,D,1.88,3.93,3.91,1.83,3.91,4.28,1.83,2.07,-0.5,-0.5,1.79,2.09,2.5
T1,05/12/2020,13:00,Konyaspor,Erzurum BB,2,0,H,1.79,3.59,4.88,1.85,3.54,4.68,1.85,2.04,-0.5,-0.5,2.12,1.76,2.5
T1,05/12/2020,13:00,Yeni Malatyaspor,Buyuksehyr,1,1,D,4.17,3.61,1.91,3.82,3.56,2.03,1.86,2.03,0.5,0.5,1.76,2.13,2.5
T1,05/12/2020,16:00,Galatasaray,Hatayspor,3,0,H,1.47,4.53,7.06,1.68,4.08,5.14,1.88,2.02,-1,-0.75,1.76,2.13,2.5
T1,06/12/2020,10:30,Karagumruk,Rizespor,2,1,H,2.37,3.44,3.01,2.28,3.43,3.3,1.96,1.93,-0.25,-0.25,1.93,1.94,2.5
T1,06/12/2020,13:00,Antalyaspor,Ankaragucu,1,0,H,2,3.35,4.13,2.11,3.58,3.55,1.83,2.07,-0.5,-0.25,1.85,2.03,2.5
T1,06/12/2020,16:00,Denizlispor,Fenerbahce,0,2,A,5.21,4.1,1.65,5.27,4.21,1.64,1.81,2.09,1,1,1.66,2.3,2.5
T1,07/12/2020,16:30,Trabzonspor,Sivasspor,1,1,D,1.93,3.69,3.95,2.34,3.34,3.26,2,1.88,-0.5,-0.25,2.16,1.74,2.5
T1,09/12/2020,15:30,Goztep,Alanyaspor,1,0,H,3.3,3.53,2.21,3.36,3.52,2.21,1.98,1.91,0.25,0.25,1.87,2,2.5
T1,09/12/2020,16:30,Hatayspor,Erzurum BB,3,0,H,2.11,3.37,3.65,1.93,3.57,4.24,1.93,1.96,-0.25,-0.5,2.08,1.79,2.5
T1,11/12/2020,16:00,Kasimpasa,Denizlispor,3,2,H,2.28,3.56,3.18,2.22,3.57,3.3,1.93,1.96,-0.25,-0.25,1.77,2.11,2.5
T1,12/12/2020,10:30,Hatayspor,Karagumruk,3,1,H,2.56,3.2,2.94,2.42,3.33,3.13,2.07,1.83,0,-0.25,1.99,1.88,2.5
T1,12/12/2020,13:00,Kayserispor,Trabzonspor,0,0,D,3.89,3.37,2.06,4.16,3.61,1.93,1.95,1.93,0.5,0.5,1.96,1.9,2.5
T1,12/12/2020,13:00,Rizespor,Goztep,3,2,H,2.5,3.37,2.93,2.44,3.35,3.09,2.09,1.82,0,-0.25,2.04,1.84,2.5
T1,12/12/2020,16:00,Ankaragucu,Konyaspor,4,3,H,3.21,3.21,2.4,3.18,3.16,2.48,1.8,2.11,0.25,0.25,2.25,1.68,2.5
T1,12/12/2020,16:00,Fenerbahce,Yeni Malatyaspor,0,3,A,1.44,4.51,7.76,1.4,5.09,7.91,1.91,1.98,-1.25,-1.25,1.58,2.45,2.5
T1,13/12/2020,10:30,Erzurum BB,Genclerbirligi,0,1,A,2.2,3.34,3.49,2.16,3.64,3.37,1.88,2.01,-0.25,-0.25,1.8,2.07,2.5
T1,13/12/2020,16:00,Alanyaspor,Besiktas,2,1,H,2.32,4.09,2.75,2.8,3.7,2.46,1.77,2.13,-0.25,0.25,1.69,2.24,2.5
T1,13/12/2020,16:00,Buyuksehyr,Gaziantep,1,2,A,1.61,4,5.83,1.58,4.35,5.64,1.95,1.93,-1,-1,1.55,2.54,2.5
T1,14/12/2020,16:00,Sivasspor,Antalyaspor,0,0,D,1.94,3.59,4.06,2.11,3.34,3.85,1.79,2.1,-0.5,-0.25,2.07,1.82,2.5
T1,15/12/2020,13:00,Ankaragucu,Hatayspor,2,0,H,2.86,3.33,2.61,2.8,3.35,2.65,2,1.89,0,0,2.03,1.85,2.5
T1,18/12/2020,16:00,Karagumruk,Galatasaray,2,1,H,5.13,4.27,1.65,4.92,4.21,1.68,2.05,1.85,0.75,0.75,1.62,2.38,2.5
T1,19/12/2020,10:30,Goztep,Hatayspor,0,1,A,2.2,3.19,3.69,2.28,3.4,3.33,1.95,1.93,-0.25,-0.25,1.79,2.08,2.5
T1,19/12/2020,13:00,Trabzonspor,Rizespor,2,1,H,1.81,3.76,4.49,2.12,3.44,3.67,1.83,2.08,-0.75,-0.25,2.02,1.86,2.5
T1,19/12/2020,13:00,Yeni Malatyaspor,Kasimpasa,2,0,H,2.15,3.38,3.58,2.5,3.43,2.84,1.81,2.06,-0.25,0,1.72,2.14,2.5
T1,19/12/2020,16:00,Gaziantep,Fenerbahce,3,1,H,3.81,3.61,2,3.73,3.86,1.97,1.92,1.97,0.5,0.5,1.57,2.47,2.5
T1,20/12/2020,10:30,Genclerbirligi,Ankaragucu,1,1,D,2.19,3.3,3.58,2.93,3.33,2.55,1.74,2.18,-0.25,0.25,2.02,1.85,2.5
T1,20/12/2020,13:00,Denizlispor,Alanyaspor,1,0,H,4.45,3.75,1.82,4.51,3.83,1.81,2.09,1.8,0.5,0.5,1.79,2.08,2.5
T1,20/12/2020,16:00,Besiktas,Erzurum BB,4,0,H,1.51,4.59,6.1,1.37,5.36,8.32,2.02,1.87,-1,-1.5,1.49,2.69,2.5
T1,21/12/2020,16:00,Antalyaspor,Kayserispor,2,0,H,1.92,3.64,4.1,1.94,3.59,4.15,1.94,1.94,-0.5,-0.5,1.73,2.17,2.5
T1,21/12/2020,16:00,Konyaspor,Sivasspor,0,1,A,2.37,3.1,3.4,2.87,3.07,2.78,1.97,1.91,-0.25,0,2.66,1.51,2.5
T1,22/12/2020,13:00,Hatayspor,Trabzonspor,0,1,A,2.86,3.24,2.67,2.81,3.27,2.69,1.99,1.9,0,0,2.15,1.74,2.5
T1,22/12/2020,16:00,Galatasaray,Goztep,3,1,H,1.42,5.1,7.29,1.4,5.15,7.73,1.9,1.99,-1.25,-1.25,1.56,2.53,2.5
T1,23/12/2020,13:00,Alanyaspor,Yeni Malatyaspor,1,1,D,1.61,4.14,5.58,1.8,3.67,4.8,2.04,1.85,-1,-0.75,1.8,2.07,2.5
T1,23/12/2020,13:00,Erzurum BB,Denizlispor,1,2,A,2.4,3.06,3.38,2.58,3.34,2.89,1.83,2.06,-0.25,0,2.01,1.86,2.5
T1,23/12/2020,16:00,Fenerbahce,Buyuksehyr,4,1,H,2.35,3.32,3.2,2.52,3.57,2.81,1.84,2.06,-0.25,0,1.66,2.29,2.5
T1,23/12/2020,16:00,Kasimpasa,Gaziantep,0,4,A,2.54,3.41,2.84,2.24,3.62,3.22,1.94,1.94,0,-0.25,1.71,2.2,2.5
T1,24/12/2020,13:00,Kayserispor,Konyaspor,1,2,A,3.32,3.35,2.28,2.76,3.22,2.78,1.93,1.95,0.25,0,2.33,1.64,2.5
T1,24/12/2020,13:00,Sivasspor,Genclerbirligi,3,1,H,1.88,3.52,4.42,1.6,4.03,6.09,2.06,1.83,-0.5,-1,2.02,1.86,2.5
T1,24/12/2020,16:00,Ankaragucu,Besiktas,0,1,A,4.34,3.92,1.8,4.32,3.78,1.85,2.04,1.85,0.75,0.5,1.75,2.14,2.5
